id,lat,lon
255,28.619217,-18.692093
256,28.619217,-18.692092
257,28.619217,-18.692093
258,28.619217,-18.692093
259,28.619217,-18.692094
260,28.619217,-18.692094
261,28.619217,-18.692094
262,28.619217,-18.692093
263,28.619217,-18.692094
264,28.619217,-18.692094
265,28.619217,-18.692094
266,28.619217,-18.692095
267,28.619217,-18.692095
268,28.619217,-18.692095
269,28.619217,-18.692095
270,28.619217,-18.692096
271,28.619217,-18.692096
272,28.619217,-18.692095
273,28.619217,-18.692096
274,28.619217,-18.692095
275,28.619217,-18.692095
276,28.619217,-18.692095
277,28.619217,-18.692097
278,28.619217,-18.692097
279,28.619217,-18.692096
280,28.619217,-18.692097
281,28.619217,-18.692098
282,28.619217,-18.692096
283,28.619226,-18.692119
284,28.619227,-18.69212
285,28.619226,-18.692119
286,28.619227,-18.692121
287,28.619227,-18.69212
288,28.619227,-18.692121
289,28.619227,-18.69212
290,28.619227,-18.692121
291,28.619227,-18.692121
292,28.619227,-18.692121
293,28.619227,-18.692121
294,28.619227,-18.692121
295,28.619227,-18.692121
296,28.619228,-18.692122
297,28.619227,-18.692121
298,28.619227,-18.692121
299,28.619227,-18.692122
300,28.619228,-18.692122
301,28.619228,-18.692122
302,28.619228,-18.692123
303,28.619228,-18.692122
304,28.619228,-18.692123
305,28.619228,-18.692123
306,28.619228,-18.692122
307,28.619228,-18.692124
308,28.619228,-18.692123
309,28.619228,-18.692123
310,28.619228,-18.692123
311,28.619228,-18.692123
312,28.619229,-18.692124
313,28.619229,-18.692125
314,28.619229,-18.692124
315,28.619229,-18.692125
316,28.619229,-18.692125
317,28.619229,-18.692125
318,28.619229,-18.692124
319,28.619229,-18.692126
320,28.619229,-18.692125
321,28.619229,-18.692125
322,28.61923,-18.692126
323,28.61923,-18.692126
324,28.619229,-18.692125
325,28.61923,-18.692126
326,28.61923,-18.692126
327,28.61923,-18.692127
328,28.61923,-18.692127
329,28.61923,-18.692128
330,28.619231,-18.692128
331,28.61923,-18.692127
332,28.61923,-18.692127
333,28.619231,-18.692128
334,28.61923,-18.692127
335,28.619231,-18.692128
336,28.619231,-18.692129
337,28.619231,-18.692129
338,28.619231,-18.692128
339,28.619231,-18.692129
340,28.619231,-18.692128
341,28.619231,-18.692129
342,28.619231,-18.692129
343,28.619231,-18.692129
344,28.619231,-18.692129
345,28.619231,-18.692129
346,28.619232,-18.69213
347,28.619231,-18.692129
348,28.619231,-18.69213
349,28.619231,-18.692129
350,28.619232,-18.692131
351,28.619232,-18.692131
352,28.619231,-18.692129
353,28.619232,-18.69213
354,28.619232,-18.69213
355,28.619232,-18.692131
356,28.619232,-18.692131
357,28.619232,-18.692131
358,28.619232,-18.69213
359,28.619232,-18.692131
360,28.619232,-18.692131
361,28.619232,-18.692131
362,28.619232,-18.692131
363,28.619232,-18.692131
364,28.619233,-18.692132
365,28.619234,-18.692134
366,28.619233,-18.692133
367,28.619233,-18.692134
368,28.619233,-18.692133
369,28.619233,-18.692133
370,28.619234,-18.692134
371,28.619234,-18.692134
372,28.619234,-18.692135
373,28.619234,-18.692134
374,28.619233,-18.692136
375,28.619233,-18.692134
376,28.619233,-18.692136
377,28.619233,-18.692173
378,28.619233,-18.692174
379,28.619233,-18.692173
380,28.619233,-18.692175
381,28.619233,-18.692173
382,28.619233,-18.692175
383,28.619233,-18.692175
384,28.619233,-18.692175
385,28.619233,-18.692174
386,28.619233,-18.692176
387,28.619233,-18.692175
388,28.619233,-18.692176
389,28.619233,-18.692174
390,28.619233,-18.692177
391,28.619233,-18.692176
392,28.619233,-18.692177
393,28.619233,-18.692177
394,28.619233,-18.692177
395,28.619233,-18.692176
396,28.619233,-18.692176
397,28.619233,-18.692177
398,28.619233,-18.692177
399,28.619233,-18.692177
400,28.619233,-18.692179
401,28.619233,-18.692178
402,28.619233,-18.692178
403,28.619233,-18.692179
404,28.619233,-18.69218
405,28.619233,-18.692178
406,28.619233,-18.69218
407,28.619233,-18.69218
408,28.619233,-18.69218
409,28.619233,-18.69218
410,28.619233,-18.692179
411,28.619233,-18.692181
412,28.619233,-18.69218
413,28.619233,-18.692181
414,28.619233,-18.69218
